"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"CLX","Clorox","Common stocks","Large cap","Consumer Staples","$17,572,462,789","3.25%","USA","Analyze"
"RPRX","Royalty Pharma plc - Class A","Common stocks","Large cap","Health Care","$17,441,260,226","1.91%","USA","Analyze"
"IEX","IDEX Corp","Common stocks","Large cap","Industrials","$17,384,565,625","1.01%","USA","Analyze"
"STLD","Steel Dynamics Inc","Common stocks","Large cap","Materials","$17,277,982,360","1.37%","USA","Analyze"
"DRI","Darden Restaurants Inc","Common stocks","Large cap","Consumer Discretionary","$17,143,979,225","3.25%","USA","Analyze"
"RIVN","Rivian Automotive, Inc.  Class A","Common stocks","Large cap","Consumer Discretionary","$17,102,939,978","0.00%","USA","Analyze"
"LPLA","LPL Financial Holdings Inc","Common stocks","Large cap","Financials","$17,099,754,061","0.46%","USA","Analyze"
"ZM","Zoom Video Communications, Inc. - Class A","Common stocks","Large cap","Information Technology","$17,066,310,472","0.00%","USA","Analyze"
"MRO","Marathon Oil Corp","Common stocks","Large cap","Energy","$17,007,116,755","1.19%","USA","Analyze"
"TTWO","Take Two Interactive Software Inc","Common stocks","Large cap","Communication Services","$17,006,790,229","0.00%","USA","Analyze"
"CPB","Campbell Soup","Common stocks","Large cap","Consumer Staples","$16,982,805,554","2.58%","USA","Analyze"
"SJM","J.M. Smucker","Common stocks","Large cap","Consumer Staples","$16,895,732,623","2.49%","USA","Analyze"
"AGR","Avangrid Inc","Common stocks","Large cap","Utilities","$16,833,619,018","3.98%","USA","Analyze"
"CF","CF Industries Holdings Inc","Common stocks","Large cap","Materials","$16,776,160,981","1.74%","USA","Analyze"
"EXPD","Expeditors International Of Washington","Common stocks","Large cap","Industrials","$16,742,738,961","1.27%","USA","Analyze"
"TRGP","Targa Resources Corp","Common stocks","Large cap","Energy","$16,670,283,499","1.89%","USA","Analyze"
"OMC","Omnicom Group Inc","Common stocks","Large cap","Communication Services","$16,637,516,884","3.38%","USA","Analyze"
"MPWR","Monolithic Power Systems Inc","Common stocks","Large cap","Information Technology","$16,590,241,640","1.06%","USA","Analyze"
"ALGN","Align Technology Inc","Common stocks","Large cap","Health Care","$16,570,754,141","0.00%","USA","Analyze"
"COO","Cooper Companies, Inc.","Common stocks","Large cap","Health Care","$16,503,118,922","0.02%","USA","Analyze"
"UI","Ubiquiti Inc.","Common stocks","Large cap","Information Technology","$16,471,081,014","0.88%","USA","Analyze"
"CINF","Cincinnati Financial Corp","Common stocks","Large cap","Financials","$16,372,317,521","2.62%","USA","Analyze"
"BRO","Brown & Brown Inc","Common stocks","Large cap","Financials","$16,327,769,458","0.73%","USA","Analyze"
"WPC","W. P. Carey Inc","REITs","Large cap","Real Estate","$16,326,407,709","5.30%","USA","Analyze"
"HWM","Howmet Aerospace Inc.","Common stocks","Large cap","Industrials","$16,296,117,137","0.25%","USA","Analyze"
"KEY","Keycorp","Common stocks","Large cap","Financials","$16,261,660,006","4.46%","USA","Analyze"
"BALL","Ball Corporation","Common stocks","Large cap","Materials","$16,204,558,143","1.55%","USA","Analyze"
"LYV","Live Nation Entertainment Inc","Common stocks","Large cap","Communication Services","$16,196,223,512","0.00%","USA","Analyze"
"ATO","Atmos Energy Corp","Common stocks","Large cap","Utilities","$16,144,918,863","2.42%","USA","Analyze"
"ZS","Zscaler Inc","Common stocks","Large cap","Information Technology","$16,133,021,834","0.00%","USA","Analyze"
"FOX","Fox Corporation Class B","Common stocks","Large cap","Communication Services","$16,109,082,319","1.71%","USA","Analyze"
"FOXA","Fox Corporation Class A","Common stocks","Large cap","Communication Services","$16,109,082,319","1.60%","USA","Analyze"
"BR","Broadridge Financial Solutions Inc","Common stocks","Large cap","Information Technology","$16,078,776,441","1.98%","USA","Analyze"
"FSLR","First Solar Inc","Common stocks","Large cap","Information Technology","$15,860,782,656","0.00%","USA","Analyze"
"DASH","DoorDash Inc","Common stocks","Large cap","Consumer Discretionary","$15,749,582,800","0.00%","USA","Analyze"
"FMC","FMC Corp","Common stocks","Large cap","Materials","$15,738,182,420","1.72%","USA","Analyze"
"FDS","Factset Research Systems Inc","Common stocks","Large cap","Financials","$15,486,925,617","0.86%","USA","Analyze"
"ETSY","Etsy Inc","Common stocks","Large cap","Consumer Discretionary","$15,419,442,607","0.00%","USA","Analyze"
"J","Jacobs Engineering Group Inc.","Common stocks","Large cap","Industrials","$15,336,422,045","0.68%","USA","Analyze"
"FICO","Fair Isaac Corp","Common stocks","Large cap","Information Technology","$15,007,848,856","0.00%","USA","Analyze"
"BG","Bunge Ltd","Common stocks","Large cap","Consumer Staples","$14,948,558,266","2.29%","USA","Analyze"
"RBLX","Roblox Corp","Common stocks","Large cap","Communication Services","$14,885,380,394","0.00%","USA","Analyze"
"TXT","Textron Inc","Common stocks","Large cap","Industrials","$14,868,704,236","0.11%","USA","Analyze"
"NVR","NVR, Inc.","Common stocks","Large cap","Consumer Discretionary","$14,854,674,529","0.00%","USA","Analyze"
"SYF","Synchrony Financial","Common stocks","Large cap","Financials","$14,795,780,496","2.71%","USA","Analyze"
"MOS","Mosaic","Common stocks","Large cap","Materials","$14,780,281,686","1.29%","USA","Analyze"
"APA","Apache Corp","Common stocks","Large cap","Energy","$14,760,606,784","1.35%","USA","Analyze"
"AVY","Avery Dennison Corp","Common stocks","Large cap","Materials","$14,689,398,520","1.61%","USA","Analyze"
"EVRG","Evergy Inc","Common stocks","Large cap","Utilities","$14,580,151,175","3.62%","USA","Analyze"
"CPRT","Copart Inc","Common stocks","Large cap","Industrials","$14,576,976,320","0.00%","USA","Analyze"
"IRM","Iron Mountain Incorporated","REITs","Large cap","Real Estate","$14,573,494,675","4.85%","USA","Analyze"
"SWKS","Skyworks Solutions Inc","Common stocks","Large cap","Information Technology","$14,565,047,160","2.57%","USA","Analyze"
"LKQ","LKQ Corp","Common stocks","Large cap","Consumer Discretionary","$14,422,105,690","1.89%","USA","Analyze"
"LDOS","Leidos Holdings Inc","Common stocks","Large cap","Industrials","$14,356,504,172","1.36%","USA","Analyze"
"PTC","PTC Inc","Common stocks","Large cap","Information Technology","$14,310,827,257","0.00%","USA","Analyze"
"AVTR","Avantor, Inc.","Common stocks","Large cap","Health Care","$14,185,260,871","0.00%","USA","Analyze"
"HUBS","Hubspot Inc","Common stocks","Large cap","Information Technology","$14,178,903,515","0.00%","USA","Analyze"
"SPLK","Splunk Inc","Common stocks","Large cap","Information Technology","$14,166,598,000","0.00%","USA","Analyze"
"SPOT","Spotify Technology SA","Common stocks","Large cap","Communication Services","$14,162,299,070","0.00%","Luxembourg","Analyze"
"LNT","Alliant Energy Corp","Common stocks","Large cap","Utilities","$14,064,753,135","3.02%","USA","Analyze"
"PINS","Pinterest, Inc. Class A","Common stocks","Large cap","Communication Services","$13,995,461,318","0.00%","USA","Analyze"
"L","Loews Corp","Common stocks","Large cap","Financials","$13,929,845,141","0.43%","USA","Analyze"
"ESS","Essex Property Trust, Inc","REITs","Large cap","Real Estate","$13,874,799,297","4.01%","USA","Analyze"
"SIVB","SVB Financial Group","Common stocks","Large cap","Financials","$13,867,600,614","0.00%","USA","Analyze"
"GEN","Gen Digital Inc.","Common stocks","Large cap","Information Technology","$13,841,397,471","2.34%","USA","Analyze"
"MDB","MongoDB, Inc. Class A","Common stocks","Large cap","Information Technology","$13,777,473,376","0.00%","USA","Analyze"
"BAH","Booz Allen Hamilton Holding Corp","Common stocks","Large cap","Industrials","$13,776,646,007","1.64%","USA","Analyze"
"RKT","Rocket Companies, Inc. Class A","Common stocks","Large cap","Financials","$13,711,210,129","0.00%","USA","Analyze"
"NDSN","Nordson Corp","Common stocks","Large cap","Industrials","$13,705,063,259","0.96%","USA","Analyze"
"FLT","Fleetcor Technologies Inc","Common stocks","Large cap","Information Technology","$13,700,238,765","0.00%","USA","Analyze"
"TER","Teradyne Inc","Common stocks","Large cap","Information Technology","$13,627,105,214","0.50%","USA","Analyze"
"TYL","Tyler Technologies Inc","Common stocks","Large cap","Information Technology","$13,552,537,602","0.00%","USA","Analyze"
"PEAK","Healthpeak Properties, Inc.","REITs","Large cap","Real Estate","$13,546,011,629","4.68%","USA","Analyze"
"VTRS","Viatris Inc.","Common stocks","Large cap","Health Care","$13,497,179,576","4.24%","USA","Analyze"
"CBOE","Cboe Global Markets, Inc.","Common stocks","Large cap","Financials","$13,491,531,017","1.53%","USA","Analyze"
"BURL","Burlington Stores Inc","Common stocks","Large cap","Consumer Discretionary","$13,491,429,303","0.00%","USA","Analyze"
"BEN","Franklin Resources Inc","Common stocks","Large cap","Financials","$13,421,923,535","4.28%","USA","Analyze"
"AKAM","Akamai Technologies Inc","Common stocks","Large cap","Information Technology","$13,318,422,132","0.00%","USA","Analyze"
"ZBRA","Zebra Technologies Corp","Common stocks","Large cap","Information Technology","$13,296,221,879","0.00%","USA","Analyze"
"GLPI","Gaming and Leisure Properties, Inc","REITs","Large cap","Real Estate","$13,292,590,216","5.28%","USA","Analyze"
"AZPN","Aspen Technology Inc","Common stocks","Large cap","Information Technology","$13,270,722,202","0.00%","USA","Analyze"
"SSNC","SS&C Technologies Holdings, Inc.","Common stocks","Large cap","Information Technology","$13,210,203,191","1.52%","USA","Analyze"
"FHN","First Horizon National Corp","Common stocks","Large cap","Financials","$13,146,325,111","2.43%","USA","Analyze"
"WLK","Westlake Chemical Corp","Common stocks","Large cap","Materials","$13,140,191,819","1.26%","USA","Analyze"
"EXPE","Expedia Inc","Common stocks","Large cap","Consumer Discretionary","$13,118,939,653","0.00%","USA","Analyze"
"RE","Everest Re Group Ltd","Common stocks","Large cap","Financials","$13,114,803,285","1.93%","USA","Analyze"
"KIM","Kimco Realty Corporation","REITs","Large cap","Real Estate","$13,086,631,142","3.91%","USA","Analyze"
"IPG","Interpublic Group Of Companies Inc","Common stocks","Large cap","Communication Services","$13,046,660,030","3.41%","USA","Analyze"
"NTAP","NetApp Inc","Common stocks","Large cap","Information Technology","$12,953,803,022","3.29%","USA","Analyze"
"JKHY","Jack Henry & Associates, Inc.","Common stocks","Large cap","Information Technology","$12,947,794,863","1.10%","USA","Analyze"
"RS","Reliance Steel & Aluminum","Common stocks","Large cap","Materials","$12,932,962,818","1.71%","USA","Analyze"
"NET","Cloudflare, Inc. Class A","Common stocks","Large cap","Information Technology","$12,913,180,691","0.00%","USA","Analyze"
"LW","Lamb Weston Holdings Inc","Common stocks","Large cap","Consumer Staples","$12,792,347,284","1.10%","USA","Analyze"
"MGM","MGM Resorts International","Common stocks","Large cap","Consumer Discretionary","$12,772,515,045","0.03%","USA","Analyze"
"RCL","Royal Caribbean Cruises Ltd","Common stocks","Large cap","Consumer Discretionary","$12,708,064,347","0.00%","USA","Analyze"
"WTRG","Essential Utilities, Inc.","Common stocks","Large cap","Utilities","$12,700,123,296","2.26%","USA","Analyze"
"CHK","Chesapeake Energy Corporation","Common stocks","Large cap","Energy","$12,670,990,043","7.31%","USA","Analyze"
"RPM","RPM International Inc","Common stocks","Large cap","Materials","$12,669,768,401","1.64%","USA","Analyze"
"PLTR","Palantir Technologies Inc.","Common stocks","Large cap","Information Technology","$12,667,702,029","0.00%","USA","Analyze"
"UDR","UDR, Inc","REITs","Large cap","Real Estate","$12,666,830,660","3.81%","USA","Analyze"
"HUBB","Hubbell Inc","Common stocks","Large cap","Industrials","$12,639,129,797","1.80%","USA","Analyze"
"UTHR","United Therapeutics Corp","Common stocks","Large cap","Health Care","$12,578,783,534","0.00%","USA","Analyze"
"BIO","Bio Rad Laboratories Inc Class A","Common stocks","Large cap","Health Care","$12,561,391,168","0.00%","USA","Analyze"
"OVV","Ovintiv Inc.","Common stocks","Large cap","Energy","$12,547,163,855","1.87%","USA","Analyze"
"TRMB","Trimble Inc","Common stocks","Large cap","Information Technology","$12,449,614,402","0.00%","USA","Analyze"
"EQT","EQT Corporation","Common stocks","Large cap","Energy","$12,431,848,189","1.62%","USA","Analyze"
"UAL","United Continental Holdings Inc","Common stocks","Large cap","Industrials","$12,390,158,948","0.00%","USA","Analyze"
"DPZ","Dominos Pizza Inc","Common stocks","Large cap","Consumer Discretionary","$12,382,702,774","1.25%","USA","Analyze"
"IP","International Paper","Common stocks","Large cap","Materials","$12,366,646,213","5.23%","USA","Analyze"
"CSL","Carlisle Companies Inc","Common stocks","Large cap","Industrials","$12,284,093,166","1.08%","USA","Analyze"
"SNA","Snap On Inc","Common stocks","Large cap","Industrials","$12,236,729,444","2.53%","USA","Analyze"
"ZI","ZoomInfo Technologies Inc. - Class A","Common stocks","Large cap","Communication Services","$12,163,716,000","0.00%","USA","Analyze"
"ELS","Equity LifeStyle Properties, Inc","REITs","Large cap","Real Estate","$12,156,770,847","2.49%","USA","Analyze"
"CPT","Camden Property Trust","REITs","Large cap","Real Estate","$12,031,276,273","3.29%","USA","Analyze"
"POOL","Pool Corp","Common stocks","Large cap","Consumer Discretionary","$11,985,415,677","1.23%","USA","Analyze"
"ARES","Ares Management Corporation Class A","Common stocks","Large cap","Financials","$11,908,756,482","3.51%","USA","Analyze"
"PKG","Packaging Corp Of America","Common stocks","Large cap","Materials","$11,902,710,162","3.64%","USA","Analyze"
"TFX","Teleflex Inc","Common stocks","Large cap","Health Care","$11,789,932,437","0.54%","USA","Analyze"
"ACM","AECOM","Common stocks","Large cap","Industrials","$11,785,273,800","0.70%","USA","Analyze"
"AXON","Axon Enterprise, Inc.","Common stocks","Large cap","Industrials","$11,783,559,315","0.00%","USA","Analyze"
"TTC","Toro","Common stocks","Large cap","Industrials","$11,780,000,445","1.09%","USA","Analyze"
"GL","Globe Life Inc.","Common stocks","Large cap","Financials","$11,740,516,640","0.68%","USA","Analyze"
"AFG","American Financial Group Inc","Common stocks","Large cap","Financials","$11,717,448,883","1.59%","USA","Analyze"
"GDDY","GoDaddy Inc. Class A","Common stocks","Large cap","Information Technology","$11,665,599,532","0.00%","USA","Analyze"
"NBIX","Neurocrine Biosciences Inc","Common stocks","Large cap","Health Care","$11,555,353,438","0.00%","USA","Analyze"
"ERIE","Erie Indemnity Class A","Common stocks","Large cap","Financials","$11,541,262,421","1.77%","USA","Analyze"
"BILL","Bill.com Holdings, Inc.","Common stocks","Large cap","Information Technology","$11,501,301,189","0.00%","USA","Analyze"
"CNA","CNA Financial Corp","Common stocks","Large cap","Financials","$11,491,297,095","3.72%","USA","Analyze"
"U","Unity Software Inc.","Common stocks","Large cap","Information Technology","$11,478,557,612","0.00%","USA","Analyze"
"MTCH","Match Group Inc","Common stocks","Large cap","Communication Services","$11,476,687,896","0.00%","USA","Analyze"
"GGG","Graco Inc","Common stocks","Large cap","Industrials","$11,429,637,797","1.23%","USA","Analyze"
"QGEN","Qiagen Nv","Common stocks","Large cap","Health Care","$11,396,819,517","0.00%","The Netherlands","Analyze"
"CRL","Charles River Laboratories International","Common stocks","Large cap","Health Care","$11,373,923,549","0.00%","USA","Analyze"
"NI","Nisource Inc","Common stocks","Large cap","Utilities","$11,306,780,081","3.33%","USA","Analyze"
"HST","Host Hotels & Resorts, Inc","REITs","Large cap","Real Estate","$11,304,588,901","2.07%","USA","Analyze"
"LCID","Lucid Group, Inc.","Common stocks","Large cap","Consumer Discretionary","$11,258,888,303","0.00%","USA","Analyze"
"SWK","Stanley Black & Decker Inc","Common stocks","Large cap","Industrials","$11,230,260,975","4.13%","USA","Analyze"
"ACI","Albertsons Companies, Inc. Class A","Common stocks","Large cap","Consumer Staples","$11,225,691,226","1.85%","USA","Analyze"
"CE","Celanese Corporation","Common stocks","Large cap","Materials","$11,221,221,068","2.62%","USA","Analyze"
"DOCU","Docusign Inc.","Common stocks","Large cap","Information Technology","$11,209,883,751","0.00%","USA","Analyze"
"SRPT","Sarepta Therapeutics Inc","Common stocks","Large cap","Health Care","$11,171,210,622","0.00%","USA","Analyze"
"LBRDA","Liberty Broadband Corp Series A","Common stocks","Large cap","Communication Services","$11,135,447,966","0.00%","USA","Analyze"
"LBRDK","Liberty Broadband Corp Series C","Common stocks","Large cap","Communication Services","$11,135,447,966","0.00%","USA","Analyze"
"TRU","TransUnion","Common stocks","Large cap","Industrials","$11,095,666,000","0.69%","USA","Analyze"
"DT","Dynatrace, Inc.","Common stocks","Large cap","Information Technology","$11,073,704,641","0.00%","USA","Analyze"
"PCTY","Paylocity Holding Corp","Common stocks","Large cap","Information Technology","$11,010,625,028","0.00%","USA","Analyze"
"PARAA","Paramount Global - Class A","Common stocks","Large cap","Communication Services","$11,000,627,932","4.83%","USA","Analyze"
"PARA","Paramount Global - Class B","Common stocks","Large cap","Communication Services","$11,000,627,932","5.63%","USA","Analyze"
"CG","Carlyle Group","Common stocks","Large cap","Financials","$10,991,788,733","4.00%","USA","Analyze"
"DOX","Amdocs Ltd","Common stocks","Large cap","Information Technology","$10,988,269,952","1.73%","Guernsey","Analyze"
"HSIC","Henry Schein Inc","Common stocks","Large cap","Health Care","$10,926,490,021","0.00%","USA","Analyze"
"CHRW","C.H. Robinson Worldwide, Inc.","Common stocks","Large cap","Industrials","$10,858,698,423","2.43%","USA","Analyze"
"AMH","American Homes 4 Rent Class A","REITs","Large cap","Real Estate","$10,750,104,246","2.34%","USA","Analyze"
"SCI","Service Corporation International","Common stocks","Large cap","Consumer Discretionary","$10,731,010,572","1.45%","USA","Analyze"
"ARMK","Aramark","Common stocks","Large cap","Consumer Discretionary","$10,729,206,892","1.05%","USA","Analyze"
"EQH","AXA Equitable Holdings Inc","Common stocks","Large cap","Financials","$10,720,127,430","2.68%","USA","Analyze"
"REG","Regency Centers Corporation","REITs","Large cap","Real Estate","$10,719,127,181","3.97%","USA","Analyze"
"MKTX","Marketaxess Holdings Inc","Common stocks","Large cap","Financials","$10,663,641,061","0.98%","USA","Analyze"
"VFC","VF Corp","Common stocks","Large cap","Consumer Discretionary","$10,662,253,372","7.17%","USA","Analyze"
"MAS","Masco Corp","Common stocks","Large cap","Industrials","$10,651,740,479","2.35%","USA","Analyze"
"BXP","Boston Properties, Inc","REITs","Large cap","Real Estate","$10,587,213,248","5.69%","USA","Analyze"
"DECK","Deckers Outdoor Corp","Common stocks","Large cap","Consumer Discretionary","$10,586,718,400","0.00%","USA","Analyze"
"NWS","News Corp Class B","Common stocks","Large cap","Communication Services","$10,534,324,776","1.08%","USA","Analyze"
"NWSA","News Corp Class A","Common stocks","Large cap","Communication Services","$10,534,324,776","1.09%","USA","Analyze"
"OKTA","Okta Inc Class A","Common stocks","Large cap","Information Technology","$10,443,963,614","0.00%","USA","Analyze"
"PHM","Pultegroup Inc","Common stocks","Large cap","Consumer Discretionary","$10,438,699,754","1.32%","USA","Analyze"
"JNPR","Juniper Networks Inc","Common stocks","Large cap","Information Technology","$10,395,513,402","2.60%","USA","Analyze"
"AGCO","AGCO Corp","Common stocks","Large cap","Industrials","$10,343,023,376","0.65%","USA","Analyze"
"DINO","HF Sinclair Corporation","Common stocks","Large cap","Energy","$10,337,622,604","2.31%","USA","Analyze"
"FNF","Fidelity National Financial Inc","Common stocks","Large cap","Financials","$10,332,853,825","4.58%","USA","Analyze"
"UHS","Universal Health Services Inc.","Common stocks","Large cap","Health Care","$10,273,481,779","0.57%","USA","Analyze"
"BSY","Bentley Systems, Inc Class B","Common stocks","Large cap","Information Technology","$10,268,944,468","0.32%","USA","Analyze"
"FCNCA","First Citizens Bancshares Inc Class A","Common stocks","Large cap","Financials","$10,232,834,427","0.28%","USA","Analyze"
"BRKR","Bruker Corp","Common stocks","Large cap","Health Care","$10,132,528,856","0.29%","USA","Analyze"
"REXR","Rexford Industrial Realty, Inc","REITs","Large cap","Real Estate","$10,071,920,670","2.28%","USA","Analyze"
"WDC","Western Digital Corp","Common stocks","Large cap","Information Technology","$10,028,219,813","0.00%","USA","Analyze"
"DAR","Darling Ingredients Inc","Common stocks","Mid cap","Consumer Staples","$9,980,101,199","0.00%","USA","Analyze"
"JAZZ","Jazz Pharmaceuticals Plc","Common stocks","Mid cap","Health Care","$9,958,123,508","0.00%","USA","Analyze"
"CCK","Crown Holdings Inc","Common stocks","Mid cap","Materials","$9,941,138,487","1.06%","USA","Analyze"
"EMN","Eastman Chemical","Common stocks","Mid cap","Materials","$9,862,008,017","3.69%","USA","Analyze"
"FIVE","Five Below Inc","Common stocks","Mid cap","Consumer Discretionary","$9,849,238,880","0.00%","USA","Analyze"
"NLY","Annaly Capital Management Inc","Mortgage REITs","Mid cap","Financials","$9,811,140,374","11.58%","USA","Analyze"
"WSO","Watsco Inc","Common stocks","Mid cap","Industrials","$9,782,603,082","3.34%","USA","Analyze"
"ENTG","Entegris Inc","Common stocks","Mid cap","Information Technology","$9,752,823,177","0.61%","USA","Analyze"
"KMX","Carmax Inc","Common stocks","Mid cap","Consumer Discretionary","$9,680,028,979","0.00%","USA","Analyze"
"DELL","Dell Technologies Inc. Class C","Common stocks","Mid cap","Information Technology","$9,648,288,282","2.46%","USA","Analyze"
"BLDR","Builders Firstsource Inc","Common stocks","Mid cap","Industrials","$9,595,855,901","0.00%","USA","Analyze"
"MTN","Vail Resorts Inc","Common stocks","Mid cap","Consumer Discretionary","$9,594,672,097","3.17%","USA","Analyze"
"CDAY","Ceridian HCM Holding Inc.","Common stocks","Mid cap","Information Technology","$9,588,166,597","0.00%","USA","Analyze"
"VST","Vistra Energy Corp","Common stocks","Mid cap","Utilities","$9,578,741,058","2.98%","USA","Analyze"
"BKI","Black Knight","Common stocks","Mid cap","Information Technology","$9,531,676,662","0.00%","USA","Analyze"
"RGA","Reinsurance Group Of America Inc","Common stocks","Mid cap","Financials","$9,529,476,737","2.13%","USA","Analyze"
"BBWI","Bath & Body Works, Inc.","Common stocks","Mid cap","Consumer Discretionary","$9,513,468,715","1.90%","USA","Analyze"
"RGEN","Repligen Corp","Common stocks","Mid cap","Health Care","$9,489,126,625","0.00%","USA","Analyze"
"BWA","BorgWarner Inc","Common stocks","Mid cap","Consumer Discretionary","$9,473,868,008","1.67%","USA","Analyze"
"WSC","Willscot Corp","Common stocks","Mid cap","Industrials","$9,414,663,782","0.00%","USA","Analyze"
"ALLE","Allegion PLC","Common stocks","Mid cap","Industrials","$9,376,556,300","1.53%","USA","Analyze"
"MORN","Morningstar Inc","Common stocks","Mid cap","Financials","$9,318,636,114","0.65%","USA","Analyze"
"EWBC","East West Bancorp Inc","Common stocks","Mid cap","Financials","$9,312,339,814","2.40%","USA","Analyze"
"AR","Antero Resources Corp","Common stocks","Mid cap","Energy","$9,274,216,181","0.00%","USA","Analyze"
"CUBE","CubeSmart","REITs","Mid cap","Real Estate","$9,241,248,329","4.12%","USA","Analyze"
"HII","Huntington Ingalls Industries Inc","Common stocks","Mid cap","Industrials","$9,216,519,710","2.05%","USA","Analyze"
"JBL","Jabil Inc","Common stocks","Mid cap","Information Technology","$9,216,010,185","0.47%","USA","Analyze"
"WYNN","Wynn Resorts Ltd","Common stocks","Mid cap","Consumer Discretionary","$9,207,862,405","0.00%","USA","Analyze"
"PFGC","Performance Food Group","Common stocks","Mid cap","Consumer Staples","$9,175,362,671","0.00%","USA","Analyze"
"SNX","Synnex Corp","Common stocks","Mid cap","Information Technology","$9,173,799,281","1.24%","USA","Analyze"
"QRVO","Qorvo, Inc.","Common stocks","Mid cap","Information Technology","$9,156,483,307","0.00%","USA","Analyze"
"TPR","Tapestry","Common stocks","Mid cap","Consumer Discretionary","$9,089,060,274","2.88%","USA","Analyze"
"STOR","STORE Capital Corporation","REITs","Mid cap","Real Estate","$9,068,560,368","3.63%","USA","Analyze"
"CCL","Carnival Corp","Common stocks","Mid cap","Consumer Discretionary","$8,990,670,984","0.00%","USA","Analyze"
"WRK","Westrock","Common stocks","Mid cap","Materials","$8,981,942,161","2.88%","USA","Analyze"
"BJ","BJs Wholesale Club Holdings Inc","Common stocks","Mid cap","Consumer Staples","$8,909,148,338","0.00%","USA","Analyze"
"CZR","Caesars Entertainment Corp","Common stocks","Mid cap","Consumer Discretionary","$8,891,619,391","0.00%","USA","Analyze"
"EXAS","Exact Sciences Corp","Common stocks","Mid cap","Health Care","$8,875,317,748","0.00%","USA","Analyze"
"LSCC","Lattice Semiconductor Corp","Common stocks","Mid cap","Information Technology","$8,811,549,983","0.00%","USA","Analyze"
"AOS","A O Smith Corp","Common stocks","Mid cap","Industrials","$8,809,036,887","1.96%","USA","Analyze"
"AAP","Advance Auto Parts Inc","Common stocks","Mid cap","Consumer Discretionary","$8,795,899,548","4.04%","USA","Analyze"
"NFE","New Fortress Energy LLC - Class A","Common stocks","Mid cap","Energy","$8,778,782,200","0.95%","USA","Analyze"
"CMA","Comerica Inc","Common stocks","Mid cap","Financials","$8,729,288,251","4.02%","USA","Analyze"
"PNW","Pinnacle West Corp","Common stocks","Mid cap","Utilities","$8,726,503,857","4.35%","USA","Analyze"
"FFIV","F5 Networks Inc","Common stocks","Mid cap","Information Technology","$8,641,766,522","0.00%","USA","Analyze"
"CFR","Cullen Frost Bankers Inc","Common stocks","Mid cap","Financials","$8,614,099,518","2.40%","USA","Analyze"
"WOLF","Wolfspeed, Inc.","Common stocks","Mid cap","Information Technology","$8,600,527,230","0.00%","USA","Analyze"
"G","Genpact Ltd","Common stocks","Mid cap","Information Technology","$8,561,820,067","1.07%","USA","Analyze"
"CLF","Cleveland-Cliffs Inc.","Common stocks","Mid cap","Materials","$8,497,337,945","0.00%","USA","Analyze"
"LSI","Life Storage, Inc","REITs","Mid cap","Real Estate","$8,494,655,747","4.10%","USA","Analyze"
"LII","Lennox International Inc","Common stocks","Mid cap","Industrials","$8,449,663,308","1.26%","USA","Analyze"
"CASY","Caseys General Stores Inc","Common stocks","Mid cap","Consumer Staples","$8,446,529,607","0.64%","USA","Analyze"
"KNX","Knight Transportation Inc","Common stocks","Mid cap","Industrials","$8,439,753,920","0.91%","USA","Analyze"
"PEN","Penumbra Inc","Common stocks","Mid cap","Health Care","$8,425,910,897","0.00%","USA","Analyze"
"HAS","Hasbro Inc","Common stocks","Mid cap","Consumer Discretionary","$8,423,555,905","4.49%","USA","Analyze"
"LECO","Lincoln Electric Holdings Inc","Common stocks","Mid cap","Industrials","$8,399,205,048","1.58%","USA","Analyze"
"TWLO","Twilio Inc Class A","Common stocks","Mid cap","Information Technology","$8,396,291,860","0.00%","USA","Analyze"
"IVZ","Invesco Ltd","Common stocks","Mid cap","Financials","$8,322,558,326","3.89%","USA","Analyze"
"FRT","Federal Realty Investment Trust","REITs","Mid cap","Real Estate","$8,302,045,038","3.13%","USA","Analyze"
"LAMR","Lamar Advertising Company Class A","REITs","Mid cap","Real Estate","$8,262,969,926","4.87%","USA","Analyze"
"AAL","American Airlines Group Inc","Common stocks","Mid cap","Industrials","$8,253,741,265","0.00%","USA","Analyze"
"AA","Alcoa Corp","Common stocks","Mid cap","Materials","$8,238,194,402","0.86%","USA","Analyze"
"CGNX","Cognex Corp","Common stocks","Mid cap","Information Technology","$8,217,641,964","0.56%","USA","Analyze"
"WBS","Webster Financial Corp","Common stocks","Mid cap","Financials","$8,201,064,106","3.35%","USA","Analyze"
"UNM","Unum Group","Common stocks","Mid cap","Financials","$8,190,396,194","3.02%","USA","Analyze"
"PSTG","Pure Storage Inc Class A","Common stocks","Mid cap","Information Technology","$8,181,915,516","0.00%","USA","Analyze"
"NNN","National Retail Properties, Inc","REITs","Mid cap","Real Estate","$8,178,812,425","4.63%","USA","Analyze"
"CBSH","Commerce Bancshares Inc","Common stocks","Mid cap","Financials","$8,162,522,262","1.49%","USA","Analyze"
"PAG","Penske Automotive Group Inc","Common stocks","Mid cap","Consumer Discretionary","$8,145,706,813","1.80%","USA","Analyze"
"CTLT","Catalent Inc","Common stocks","Mid cap","Health Care","$8,145,152,038","0.00%","USA","Analyze"
"RNR","Renaissancere Holding Ltd","Common stocks","Mid cap","Financials","$8,140,788,069","0.79%","USA","Analyze"
